DAuid,WPname,distance
59152026,LA Matheson Secondary School/Moffat Park,9277
59152026,Tannery Park,11467
59152026,Brownville Pub,11667
59152026,Aria Banquet Convention Center,11720
59152026,Bridgeview Park,11492
59152026,Bolivar Park,10101
59152026,Scott Road Skytrain,11774
59152026,Surrey memorial parking,6288
59152026,David Brankin Elementary School/William Beagle Park,8708
59152026,Cedar Hills Shopping Center,7863
59152026,Holland Park,8623
59152026,Central City Shopping mall,7075
59152026,Kwantlen Park,8537
59152026,King George Skytrain,6357
59152026,Surrey Central,7489
59152026,APH Matthew Park,7142
59152027,Bear Creek Park,6482
59152027,Walmart Supercenter (88ave),9119
59152027,Big plaza at 88 and scott road,10104
59152027,LA Matheson Secondary School/Moffat Park,9648
59152027,Tannery Park,11838
59152027,Brownville Pub,20252
59152027,Aria Banquet Convention Center,12091
59152027,Bridgeview Park,11862
59152027,Bolivar Park,10471
59152027,Scott Road Skytrain,12145
59152027,Surrey memorial parking,6659
59152027,David Brankin Elementary School/William Beagle Park,9085
59152027,Cedar Hills Shopping Center,8234
59152027,Holland Park,8994
59152027,Central City Shopping mall,7445
59152027,Kwantlen Park,8907
59152027,King George Skytrain,6728
59152027,Surrey Central,7859
59152027,APH Matthew Park,7512
59152028,Bear Creek Park,6798
59152028,Walmart Supercenter (88ave),9435
59152028,Big plaza at 88 and scott road,10420
59152028,LA Matheson Secondary School/Moffat Park,9940
59152028,Tannery Park,12130
59152028,Brownville Pub,20112
59152028,Aria Banquet Convention Center,12383
59152028,Bridgeview Park,12155
59152028,Bolivar Park,10763
59152028,Scott Road Skytrain,12437
59152028,Surrey memorial parking,6951
59152028,David Brankin Elementary School/William Beagle Park,9402
59152028,Cedar Hills Shopping Center,8526
59152028,Holland Park,9286
59152028,Central City Shopping mall,7737
59152028,Kwantlen Park,9200
59152028,King George Skytrain,7020
59152028,Surrey Central,8152
59152028,APH Matthew Park,7805
59152029,Bear Creek Park,5952
59152029,Walmart Supercenter (88ave),8589
59152029,Big plaza at 88 and scott road,9574
59152029,LA Matheson Secondary School/Moffat Park,9472
59152029,Tannery Park,11662
59152029,Brownville Pub,11861
59152029,Aria Banquet Convention Center,11915
59152029,Bridgeview Park,11686
59152029,Bolivar Park,10295
59152029,Scott Road Skytrain,11969
59152029,Surrey memorial parking,6482
59152029,David Brankin Elementary School/William Beagle Park,8555
59152029,Cedar Hills Shopping Center,8058
59152029,Holland Park,8818
59152029,Central City Shopping mall,7269
59152029,Kwantlen Park,8731
59152029,King George Skytrain,6551
59152029,Surrey Central,7683
59152029,APH Matthew Park,7336
59152030,Bear Creek Park,5680
59152030,Walmart Supercenter (88ave),8317
59152030,Big plaza at 88 and scott road,9302
59152030,LA Matheson Secondary School/Moffat Park,9200
59152030,Tannery Park,11390
59152030,Brownville Pub,11589
59152030,Aria Banquet Convention Center,11643
59152030,Bridgeview Park,11414
59152030,Bolivar Park,10023
59152030,Scott Road Skytrain,11697
59152030,Surrey memorial parking,6211
59152030,David Brankin Elementary School/William Beagle Park,8283
59152030,Cedar Hills Shopping Center,7786
59152030,Holland Park,8546
59152030,Central City Shopping mall,6997
59152030,Kwantlen Park,8459
59152030,King George Skytrain,6280
59152030,Surrey Central,7411
59152030,APH Matthew Park,7064
59152032,Bear Creek Park,5483
59152032,Walmart Supercenter (88ave),8120
59152032,Big plaza at 88 and scott road,9104
59152032,LA Matheson Secondary School/Moffat Park,9012
59152032,Tannery Park,11202
59152032,Brownville Pub,11401
59152032,Aria Banquet Convention Center,11455
59152032,Bridgeview Park,11226
59152032,Bolivar Park,9835
59152032,Scott Road Skytrain,11509
59152032,Surrey memorial parking,6022
59152032,David Brankin Elementary School/William Beagle Park,8093
59152032,Cedar Hills Shopping Center,7598
59152032,Holland Park,8358
59152032,Central City Shopping mall,6809
59152032,Kwantlen Park,8271
59152032,King George Skytrain,6092
59152032,Surrey Central,7223
59152032,APH Matthew Park,6876
59152033,Bear Creek Park,5786
59152033,Walmart Supercenter (88ave),8423
59152033,Big plaza at 88 and scott road,9407
59152033,LA Matheson Secondary School/Moffat Park,9306
59152033,Tannery Park,11495
59152033,Brownville Pub,11695
59152033,Aria Banquet Convention Center,11748
59152033,Bridgeview Park,11520
59152033,Bolivar Park,10129
59152033,Scott Road Skytrain,11802
59152033,Surrey memorial parking,6316
59152033,David Brankin Elementary School/William Beagle Park,8389
59152033,Cedar Hills Shopping Center,7892
59152033,Holland Park,8651
59152033,Central City Shopping mall,7103
59152033,Kwantlen Park,8565
59152033,King George Skytrain,6385
59152033,Surrey Central,7517
59152033,APH Matthew Park,7170
59152034,Bear Creek Park,4731
59152034,Walmart Supercenter (88ave),7367
59152034,Big plaza at 88 and scott road,8352
59152034,LA Matheson Secondary School/Moffat Park,8615
59152034,Tannery Park,10805
59152034,Brownville Pub,11004
59152034,Aria Banquet Convention Center,11058
59152034,Bridgeview Park,10829
59152034,Bolivar Park,9438
59152034,Scott Road Skytrain,11112
59152034,Surrey memorial parking,5626
59152034,David Brankin Elementary School/William Beagle Park,7334
59152034,Cedar Hills Shopping Center,7201
59152034,Holland Park,7961
59152034,Central City Shopping mall,6412
59152034,Kwantlen Park,7874
59152034,King George Skytrain,5695
59152034,Surrey Central,6826
59152034,APH Matthew Park,6479
59152035,Bear Creek Park,4139
59152035,Walmart Supercenter (88ave),6776
59152035,Big plaza at 88 and scott road,7761
59152035,LA Matheson Secondary School/Moffat Park,8135
59152035,Tannery Park,10325
59152035,Brownville Pub,10525
59152035,Aria Banquet Convention Center,10578
59152035,Bridgeview Park,10350
59152035,Bolivar Park,8958
59152035,Scott Road Skytrain,10632
59152035,Surrey memorial parking,5146
59152035,David Brankin Elementary School/William Beagle Park,6749
59152035,Cedar Hills Shopping Center,6721
59152035,Holland Park,7481
59152035,Central City Shopping mall,5932
59152035,Kwantlen Park,7394
59152035,King George Skytrain,5215
59152035,Surrey Central,6346
59152035,APH Matthew Park,5999
59152036,Bear Creek Park,3929
59152036,Walmart Supercenter (88ave),6566
59152036,Big plaza at 88 and scott road,7550
59152036,LA Matheson Secondary School/Moffat Park,8167
59152036,Tannery Park,10357
59152036,Brownville Pub,10556
59152036,Aria Banquet Convention Center,10610
59152036,Bridgeview Park,10381
59152036,Bolivar Park,8990
59152036,Scott Road Skytrain,10664
59152036,Surrey memorial parking,5177
59152036,David Brankin Elementary School/William Beagle Park,6539
59152036,Cedar Hills Shopping Center,7336
59152036,Holland Park,7513
59152036,Central City Shopping mall,5964
59152036,Kwantlen Park,7426
59152036,King George Skytrain,5247
59152036,Surrey Central,6378
59152036,APH Matthew Park,6031
59152037,Bear Creek Park,3572
59152037,Walmart Supercenter (88ave),6209
59152037,Big plaza at 88 and scott road,7194
59152037,LA Matheson Secondary School/Moffat Park,7810
59152037,Tannery Park,10000
59152037,Brownville Pub,10200
59152037,Aria Banquet Convention Center,10253
59152037,Bridgeview Park,10025
59152037,Bolivar Park,8633
59152037,Scott Road Skytrain,10307
59152037,Surrey memorial parking,4821
59152037,David Brankin Elementary School/William Beagle Park,6182
59152037,Cedar Hills Shopping Center,6980
59152037,Holland Park,7156
59152037,Central City Shopping mall,5607
59152037,Kwantlen Park,7070
59152037,King George Skytrain,4890
59152037,Surrey Central,6022
59152037,APH Matthew Park,5675
59152040,Bear Creek Park,3370
59152040,Walmart Supercenter (88ave),6007
59152040,Big plaza at 88 and scott road,6992
59152040,LA Matheson Secondary School/Moffat Park,8124
59152040,Tannery Park,10122
59152040,Brownville Pub,10322
59152040,Aria Banquet Convention Center,10375
59152040,Bridgeview Park,10147
59152040,Bolivar Park,8755
59152040,Scott Road Skytrain,10429
59152040,Surrey memorial parking,5137
59152040,David Brankin Elementary School/William Beagle Park,5973
59152040,Cedar Hills Shopping Center,6778
59152040,Holland Park,7847
59152040,Central City Shopping mall,5729
59152040,Kwantlen Park,7192
59152040,King George Skytrain,5012
59152040,Surrey Central,6144
59152040,APH Matthew Park,5934
59152041,Bear Creek Park,3452
59152041,Walmart Supercenter (88ave),6089
59152041,Big plaza at 88 and scott road,7074
59152041,LA Matheson Secondary School/Moffat Park,8205
59152041,Tannery Park,11555
59152041,Brownville Pub,11754
59152041,Aria Banquet Convention Center,10821
59152041,Bridgeview Park,10593
59152041,Bolivar Park,9201
59152041,Scott Road Skytrain,10875
59152041,Surrey memorial parking,5215
59152041,David Brankin Elementary School/William Beagle Park,6059
59152041,Cedar Hills Shopping Center,6859
59152041,Holland Park,7897
59152041,Central City Shopping mall,6175
59152041,Kwantlen Park,7637
59152041,King George Skytrain,5458
59152041,Surrey Central,6590
59152041,APH Matthew Park,5996
59152042,Bear Creek Park,4430
59152042,Walmart Supercenter (88ave),7066
59152042,Big plaza at 88 and scott road,8051
59152042,LA Matheson Secondary School/Moffat Park,9183
59152042,Tannery Park,11182
59152042,Brownville Pub,11381
59152042,Aria Banquet Convention Center,11435
59152042,Bridgeview Park,11206
59152042,Bolivar Park,9815
59152042,Scott Road Skytrain,11489
59152042,Surrey memorial parking,6196
59152042,David Brankin Elementary School/William Beagle Park,7033
59152042,Cedar Hills Shopping Center,7837
59152042,Holland Park,8906
59152042,Central City Shopping mall,6789
59152042,Kwantlen Park,8251
59152042,King George Skytrain,6071
59152042,Surrey Central,7203
59152042,APH Matthew Park,6993
59152043,Bear Creek Park,4017
59152043,Walmart Supercenter (88ave),6653
59152043,Big plaza at 88 and scott road,7638
59152043,LA Matheson Secondary School/Moffat Park,8770
59152043,Tannery Park,12119
59152043,Brownville Pub,12319
59152043,Aria Banquet Convention Center,11386
59152043,Bridgeview Park,11157
59152043,Bolivar Park,9766
59152043,Scott Road Skytrain,11440
59152043,Surrey memorial parking,5780
59152043,David Brankin Elementary School/William Beagle Park,6624
59152043,Cedar Hills Shopping Center,7424
59152043,Holland Park,8462
59152043,Central City Shopping mall,6740
59152043,Kwantlen Park,8202
59152043,King George Skytrain,6022
59152043,Surrey Central,7154
59152043,APH Matthew Park,6560
59152044,Bear Creek Park,4090
59152044,Walmart Supercenter (88ave),6726
59152044,Big plaza at 88 and scott road,7711
59152044,LA Matheson Secondary School/Moffat Park,8843
59152044,Tannery Park,12192
59152044,Brownville Pub,12392
59152044,Aria Banquet Convention Center,11459
59152044,Bridgeview Park,11230
59152044,Bolivar Park,9839
59152044,Scott Road Skytrain,11513
59152044,Surrey memorial parking,5853
59152044,David Brankin Elementary School/William Beagle Park,6697
59152044,Cedar Hills Shopping Center,7497
59152044,Holland Park,8535
59152044,Central City Shopping mall,6813
59152044,Kwantlen Park,8275
59152044,King George Skytrain,6096
59152044,Surrey Central,7227
59152044,APH Matthew Park,6633
59152046,Bear Creek Park,4506
59152046,Walmart Supercenter (88ave),7143
59152046,Big plaza at 88 and scott road,8127
59152046,LA Matheson Secondary School/Moffat Park,9259
59152046,Tannery Park,12608
59152046,Brownville Pub,12808
59152046,Aria Banquet Convention Center,11875
59152046,Bridgeview Park,11646
59152046,Bolivar Park,10255
59152046,Scott Road Skytrain,11929
59152046,Surrey memorial parking,6269
59152046,David Brankin Elementary School/William Beagle Park,7113
59152046,Cedar Hills Shopping Center,7913
59152046,Holland Park,8951
59152046,Central City Shopping mall,7229
59152046,Kwantlen Park,8691
59152046,King George Skytrain,6512
59152046,Surrey Central,7643
59152046,APH Matthew Park,7049
59152047,Bear Creek Park,4977
59152047,Walmart Supercenter (88ave),7614
59152047,Big plaza at 88 and scott road,8599
59152047,LA Matheson Secondary School/Moffat Park,9730
59152047,Tannery Park,13080
59152047,Brownville Pub,13280
59152047,Aria Banquet Convention Center,12346
59152047,Bridgeview Park,12118
59152047,Bolivar Park,10727
59152047,Scott Road Skytrain,12400
59152047,Surrey memorial parking,6741
59152047,David Brankin Elementary School/William Beagle Park,7585
59152047,Cedar Hills Shopping Center,8385
59152047,Holland Park,9423
59152047,Central City Shopping mall,7701
59152047,Kwantlen Park,9163
59152047,King George Skytrain,6983
59152047,Surrey Central,8115
59152047,APH Matthew Park,7521
59152048,Bear Creek Park,4897
59152048,Walmart Supercenter (88ave),7534
59152048,Big plaza at 88 and scott road,8519
59152048,LA Matheson Secondary School/Moffat Park,9650
59152048,Tannery Park,13000
59152048,Brownville Pub,13200
59152048,Aria Banquet Convention Center,12267
59152048,Bridgeview Park,12038
59152048,Bolivar Park,10647
59152048,Scott Road Skytrain,12321
59152048,Surrey memorial parking,6661
59152048,David Brankin Elementary School/William Beagle Park,7505
59152048,Cedar Hills Shopping Center,8305
59152048,Holland Park,9343
59152048,Central City Shopping mall,7614
59152048,Kwantlen Park,9076
59152048,King George Skytrain,6896
59152048,Surrey Central,8028
59152048,APH Matthew Park,7441
59152049,Bear Creek Park,5310
59152049,Walmart Supercenter (88ave),7947
59152049,Big plaza at 88 and scott road,8932
59152049,LA Matheson Secondary School/Moffat Park,10063
59152049,Tannery Park,13413
59152049,Brownville Pub,13613
59152049,Aria Banquet Convention Center,12680
59152049,Bridgeview Park,12451
59152049,Bolivar Park,11060
59152049,Scott Road Skytrain,12733
59152049,Surrey memorial parking,7074
59152049,David Brankin Elementary School/William Beagle Park,7918
59152049,Cedar Hills Shopping Center,8718
59152049,Holland Park,9756
59152049,Central City Shopping mall,8093
59152049,Kwantlen Park,9555
59152049,King George Skytrain,7375
59152049,Surrey Central,8507
59152049,APH Matthew Park,7854
59152050,Bear Creek Park,6632
59152050,Walmart Supercenter (88ave),8183
59152050,Big plaza at 88 and scott road,9168
59152050,LA Matheson Secondary School/Moffat Park,10318
59152050,Tannery Park,13668
59152050,Brownville Pub,13867
59152050,Aria Banquet Convention Center,13189
59152050,Bridgeview Park,12659
59152050,Bolivar Park,12018
59152050,Scott Road Skytrain,13079
59152050,Surrey memorial parking,8399
59152050,David Brankin Elementary School/William Beagle Park,8168
59152050,Cedar Hills Shopping Center,8953
59152050,Holland Park,10031
59152050,Central City Shopping mall,8431
59152050,Kwantlen Park,10192
59152050,King George Skytrain,8274
59152050,Surrey Central,8845
59152050,APH Matthew Park,8128
59152051,Bear Creek Park,6625
59152051,Walmart Supercenter (88ave),8175
59152051,Big plaza at 88 and scott road,9160
59152051,LA Matheson Secondary School/Moffat Park,10310
59152051,Tannery Park,13660
59152051,Brownville Pub,13860
59152051,Aria Banquet Convention Center,13181
59152051,Bridgeview Park,12651
59152051,Bolivar Park,12010
59152051,Scott Road Skytrain,13071
59152051,Surrey memorial parking,8391
59152051,David Brankin Elementary School/William Beagle Park,8160
59152051,Cedar Hills Shopping Center,8946
59152051,Holland Park,10023
59152051,Central City Shopping mall,8423
59152051,Kwantlen Park,10184
59152051,King George Skytrain,8266
59152051,Surrey Central,8838
59152051,APH Matthew Park,8120
59152052,Bear Creek Park,6639
59152052,Walmart Supercenter (88ave),8419
59152052,Big plaza at 88 and scott road,9404
59152052,LA Matheson Secondary School/Moffat Park,10554
59152052,Tannery Park,13904
59152052,Brownville Pub,22467
59152052,Aria Banquet Convention Center,13425
59152052,Bridgeview Park,13416
59152052,Bolivar Park,12025
59152052,Scott Road Skytrain,13315
59152052,Surrey memorial parking,8406
