INCIDENT_TYPE,HUNDRED_BLOCK,MONTH,YEAR,FILE_NUMBER,lon,lat
Theft from Motor Vehicle,15400 84A AVE,1,2020,20-6056,-122.8246692,49.15643799999999
Theft from Motor Vehicle,14500 82ND AVE,1,2020,20-6060,-122.8196715,49.151575
Theft from Motor Vehicle,15100 105TH AVE,1,2020,20-6119,-122.8026912,49.1932117
Theft from Motor Vehicle,11400 142ND ST,1,2020,20-7033,-122.8280653,49.2098299
Theft from Motor Vehicle,7700 164TH ST,1,2020,20-7097,-122.7674932,49.1152465
Theft from Motor Vehicle,10000 143RD ST,1,2020,20-7136,-122.8261499,49.1842811
Theft from Motor Vehicle,16000 111A AVE,1,2020,20-7570,-122.7801274,49.20490179999999
Theft from Motor Vehicle,16800 BLOCK 104TH AVE,1,2020,20-7573,-122.756464,49.191629
Theft from Motor Vehicle,14800 104TH AVE,1,2020,20-7797,-122.8124332,49.1914609
Theft from Motor Vehicle,8400 152ND ST,1,2020,20-7871,-122.8013318,49.15554359999999
Theft from Motor Vehicle,16500 FRASER HWY,1,2020,20-7876,-122.765076,49.1516597
Theft from Motor Vehicle,11200 143A ST,1,2020,20-8009,-122.8248269,49.2061551
Theft from Motor Vehicle,9800 168TH ST,1,2020,20-8109,-122.7562173,49.1787005
Theft from Motor Vehicle,10300 152ND ST,1,2020,20-8795,-122.8003366,49.18950900000001
Theft from Motor Vehicle,10300 152ND ST,1,2020,20-9033,-122.8003366,49.18950900000001
Theft from Motor Vehicle,96TH AVE / 172ND ST,1,2020,20-9100,-122.7459052,49.1770685
Theft from Motor Vehicle,9800 168TH ST,1,2020,20-9155,-122.7562173,49.1787005
Theft from Motor Vehicle,10300 152ND ST,1,2020,20-800038,-122.8003366,49.18950900000001
Theft from Motor Vehicle,10300 152ND ST,1,2020,20-9344,-122.8003366,49.18950900000001
Theft from Motor Vehicle,16200 87TH AVE,1,2020,20-9461,-122.7732414,49.1612462
Theft from Motor Vehicle,14800 105TH AVE,1,2020,20-9910,-122.8123885,49.1927388
Theft from Motor Vehicle,10300 152ND ST,1,2020,20-10060,-122.8003366,49.18950900000001
Theft from Motor Vehicle,8400 156A ST,1,2020,20-10187,-122.788398,49.1562692
Theft from Motor Vehicle,14600 105A AVE,1,2020,20-10259,-122.8175919,49.1937234
Theft from Motor Vehicle,8900 152ND ST,1,2020,20-10348,-122.8008336,49.1646724
Theft from Motor Vehicle,9800 168TH ST,1,2020,20-10701,-122.7562173,49.1787005
Theft from Motor Vehicle,14600 105A AVE,1,2020,20-10977,-122.8175919,49.1937234
Theft from Motor Vehicle,10600 142ND ST,1,2020,20-10999,-122.8281856,49.1953218
Theft from Motor Vehicle,11000 SWAN CRES,1,2020,20-11265,-122.8018022,49.202528
Theft from Motor Vehicle,16400 80TH AVE,1,2020,20-11351,-122.7676605,49.1482348
Theft from Motor Vehicle,16100 FRASER HWY,1,2020,20-11683,-122.7759854,49.1559069
Theft from Motor Vehicle,16000 103RD AVE,1,2020,20-11816,-122.7612602,49.1903336
Theft from Motor Vehicle,8200 150TH ST,1,2020,20-11946,-122.8065982,49.15208699999999
Theft from Motor Vehicle,11400 139TH ST,1,2020,20-12014,-122.8365744,49.2098944
Theft from Motor Vehicle,9000 160TH ST,1,2020,20-12056,-122.778858,49.166472
Theft from Motor Vehicle,15900 89A AVE,1,2020,20-12474,-122.7819712,49.165347
Theft from Motor Vehicle,8200 144A ST,1,2020,20-12695,-122.8215251,49.15202619999999
Theft from Motor Vehicle,15000 101ST AVE,1,2020,20-12989,-122.8057234,49.18602310000001
Theft from Motor Vehicle,15000 101ST AVE,1,2020,20-13401,-122.8057234,49.18602310000001
Theft from Motor Vehicle,10300 152ND ST,1,2020,20-13415,-122.8003366,49.18950900000001
Theft from Motor Vehicle,10300 152ND ST,1,2020,20-13429,-122.8003366,49.18950900000001
Theft from Motor Vehicle,7900 165A ST,1,2020,20-13547,-122.7630846,49.1458275
Theft from Motor Vehicle,103A AVE / 103A AVENUE STRD,1,2020,20-13778,-122.8204517,49.1907773
Theft from Motor Vehicle,8300 148TH ST,1,2020,20-14254,-122.8121975,49.1542289
Theft from Motor Vehicle,14500 88TH AVE,1,2020,20-14276,-122.8206748,49.16280039999999
Theft from Motor Vehicle,10700 150TH ST,1,2020,20-14337,-122.8053479,49.1967644
Theft from Motor Vehicle,10300 152ND ST,1,2020,20-14464,-122.8003366,49.18950900000001
Theft from Motor Vehicle,16700 92A AVE,1,2020,20-14755,-122.7597237,49.1704515
Theft from Motor Vehicle,152ND ST / 86TH AVE,1,2020,20-14867,-122.8015437,49.1592172
Theft from Motor Vehicle,14000 PARK DR,1,2020,20-15276,-122.8338856,49.2064406
Theft from Motor Vehicle,10100 159A ST,1,2020,20-15288,-122.779861,49.1857473
Theft from Motor Vehicle,116TH AVE / KING RD,1,2020,20-15299,-122.8402349,49.21343599999999
Theft from Motor Vehicle,7800 168A ST,1,2020,20-15534,-122.7546734,49.1458722
Theft from Motor Vehicle,14800 107A AVE,1,2020,20-15582,-122.8127971,49.1976196
Theft from Motor Vehicle,10000 156A ST,1,2020,20-15592,-122.788068,49.1844244
Theft from Motor Vehicle,16500 FRASER HWY,1,2020,20-15597,-122.765076,49.1516597
Theft from Motor Vehicle,14800 107A AVE,1,2020,20-15650,-122.8127971,49.1976196
Theft from Motor Vehicle,10100 144TH ST,1,2020,20-15843,-122.823112,49.1861
Theft from Motor Vehicle,10400 150TH ST,1,2020,20-16029,-122.8064117,49.191529
Theft from Motor Vehicle,14800 101A AVE,1,2020,20-16109,-122.8128205,49.1867029
Theft from Motor Vehicle,10600 158A ST,1,2020,20-16470,-122.7824958,49.1953775
Theft from Motor Vehicle,14900 105TH AVE,1,2020,20-16490,-122.80932,49.192904
Theft from Motor Vehicle,15700 104TH AVE,1,2020,20-16521,-122.7869348,49.1915261
Theft from Motor Vehicle,15200 104TH AVE,1,2020,20-16703,-122.801371,49.1912601
Theft from Motor Vehicle,15700 92ND AVE,1,2020,20-18088,-122.7871973,49.1698736
Theft from Motor Vehicle,10600 140TH ST,1,2020,20-9569,-122.8341186,49.1951639
Theft from Motor Vehicle,14500 116A AVE,1,2020,20-9890,-122.820307,49.2142357
Theft from Motor Vehicle,10300 145A ST,1,2020,20-15454,-122.818958,49.189542
Theft from Motor Vehicle,10300 152ND ST,1,2020,20-15616,-122.8003366,49.18950900000001
Theft from Motor Vehicle,14800 100TH AVE,1,2020,20-16115,-122.8122772,49.1841227
Theft from Motor Vehicle,10400 154A ST,1,2020,20-2226,-122.7945975,49.1625871
Theft from Motor Vehicle,7000 144A ST,1,2020,20-16,-122.8220223,49.1367028
Theft from Motor Vehicle,13000 62ND AVE,1,2020,20-320,-122.8623668,49.11547220000001
Theft from Motor Vehicle,7000 KING GEORGE BLVD,1,2020,20-326,-122.8450518,49.12987649999999
Theft from Motor Vehicle,12700 62ND AVE,1,2020,20-615,-122.870519,49.1154842
Theft from Motor Vehicle,7700 146TH ST,1,2020,20-720,-122.8171099,49.1429835
Theft from Motor Vehicle,7300 130A ST,1,2020,20-823,-122.8605069,49.1355289
Theft from Motor Vehicle,6900 127A ST,1,2020,20-1216,-122.869212,49.128271
Theft from Motor Vehicle,12500 58A AVE,1,2020,20-1389,-122.8761078,49.1087586
Theft from Motor Vehicle,15000 76A AVE,1,2020,20-1703,-122.8066684,49.1417576
Theft from Motor Vehicle,12000 NEW MCLELLAN RD,1,2020,20-1760,-122.8903404,49.1025161
Theft from Motor Vehicle,6400 124TH ST,1,2020,20-1851,-122.8787311,49.1194135
Theft from Motor Vehicle,6300 126TH ST,1,2020,20-2290,-122.873426,49.1186296
Theft from Motor Vehicle,7200 130TH ST,1,2020,20-2406,-122.8619438,49.1334105
Theft from Motor Vehicle,137A ST / 67TH AVE,1,2020,20-2679,-122.8412715,49.1241335
Theft from Motor Vehicle,13700 72A AVE,1,2020,20-2784,-122.8428016,49.1349032
Theft from Motor Vehicle,13500 78TH AVE,1,2020,20-2800,-122.8487866,49.144135
Theft from Motor Vehicle,7300 140TH ST,1,2020,20-2896,-122.8344601,49.13556029999999
Theft from Motor Vehicle,7100 133A ST,1,2020,20-2930,-122.8524417,49.1326912
Theft from Motor Vehicle,6400 133A ST,1,2020,20-3127,-122.8524417,49.1326912
Theft from Motor Vehicle,12300 68TH AVE,1,2020,20-3578,-122.8822358,49.1264353
Theft from Motor Vehicle,13300 81ST AVE,1,2020,20-3924,-122.854075,49.1500719
Theft from Motor Vehicle,13600 62ND AVE,1,2020,20-3950,-122.8454798,49.11543589999999
Theft from Motor Vehicle,67TH AVE / 137TH ST,1,2020,20-4008,-122.842639,49.124087
Theft from Motor Vehicle,12900 54A AVE,1,2020,20-4496,-122.8652145,49.101353
Theft from Motor Vehicle,13800 58TH AVE,1,2020,20-4537,-122.8391151,49.1079671
Theft from Motor Vehicle,7400 HURDLE CRES,1,2020,20-4543,-122.8639669,49.1385071
Theft from Motor Vehicle,14700 57A AVE,1,2020,20-4650,-122.7365163,49.1068861
Theft from Motor Vehicle,6900 125A ST,1,2020,20-4896,-122.8745349,49.12881520000001
Theft from Motor Vehicle,14100 73RD AVE,1,2020,20-4988,-122.8317297,49.1350985
Theft from Motor Vehicle,14900 57TH AVE,1,2020,20-5236,-122.8096789,49.1061596
Theft from Motor Vehicle,13900 58TH AVE,1,2020,20-5674,-122.837057,49.1081661
Theft from Motor Vehicle,5900 130B ST,1,2020,20-6012,-122.8599896,49.1105917
Theft from Motor Vehicle,6200 129A ST,1,2020,20-6063,-122.8637008,49.1154719
Theft from Motor Vehicle,7400 KING GEORGE BLVD,1,2020,20-6187,-122.8455601,49.1372279
Theft from Motor Vehicle,6200 130TH ST,1,2020,20-6191,-122.8623668,49.11547220000001
Theft from Motor Vehicle,8000 KING GEORGE BLVD,1,2020,20-6513,-122.8456836,49.14845469999999
Theft from Motor Vehicle,6400 129A ST,1,2020,20-6514,-122.8637011,49.1189733
Theft from Motor Vehicle,13700 58TH AVE,1,2020,20-6590,-122.8431624,49.1088061
Theft from Motor Vehicle,13100 76TH AVE,1,2020,20-6625,-122.8598853,49.1402626
Theft from Motor Vehicle,12800 58TH AVE,1,2020,20-6657,-122.8672699,49.1079167
Theft from Motor Vehicle,14100 72ND AVE,1,2020,20-6700,-122.8316975,49.1334317
Theft from Motor Vehicle,13000 65TH AVE,1,2020,20-800029,-122.8624733,49.120649
Theft from Motor Vehicle,5800 135A ST,1,2020,20-6760,-122.8473577,49.11700690000001
Theft from Motor Vehicle,12900 65TH AVE,1,2020,20-6876,-122.8644838,49.1206893
Theft from Motor Vehicle,13100 63A AVE,1,2020,20-7043,-122.8595639,49.117906
Theft from Motor Vehicle,6600 127TH ST,1,2020,20-7098,-122.8703917,49.1229314
Theft from Motor Vehicle,8300 129TH ST,1,2020,20-7123,-122.8650008,49.1533746
Theft from Motor Vehicle,14100 79TH AVE,1,2020,20-7578,-122.8317258,49.14633930000001
Theft from Motor Vehicle,6100 132A ST,1,2020,20-7863,-122.8548929,49.1140772
Theft from Motor Vehicle,6100 132A ST,1,2020,20-7862,-122.8548929,49.1140772
Theft from Motor Vehicle,7900 134TH ST,1,2020,20-7993,-122.8512534,49.14630469999999
Theft from Motor Vehicle,14000 BLOCK 62ND AVE,1,2020,20-8003,-122.8343582,49.1154525
Theft from Motor Vehicle,14600 79TH AVE,1,2020,20-8503,-122.8162232,49.1453044
Theft from Motor Vehicle,7500 140TH ST,1,2020,20-8508,-122.834504,49.139065
Theft from Motor Vehicle,14100 73RD AVE,1,2020,20-8742,-122.8317297,49.1350985
Theft from Motor Vehicle,132ND ST / 60TH AVE,1,2020,20-8756,-122.856633,49.1118991
Theft from Motor Vehicle,6400 130TH ST,1,2020,20-8991,-122.8622628,49.119106
Theft from Motor Vehicle,7000 128TH ST,1,2020,20-9024,-122.8675069,49.1303108
Theft from Motor Vehicle,6400 130TH ST,1,2020,20-9034,-122.8622628,49.119106
Theft from Motor Vehicle,6400 130TH ST,1,2020,20-9045,-122.8622628,49.119106
Theft from Motor Vehicle,14800 60TH AVE,1,2020,20-800041,-122.8122448,49.1118058
Theft from Motor Vehicle,12500 76TH AVE,1,2020,20-10106,-122.876234,49.1410773
Theft from Motor Vehicle,7800 132ND ST,1,2020,20-10459,-122.8567819,49.14456490000001
Theft from Motor Vehicle,15100 62A AVE,1,2020,20-11221,-122.8025698,49.1163659
Theft from Motor Vehicle,13300 76TH AVE,1,2020,20-11769,-122.8544071,49.1403081
Theft from Motor Vehicle,14700 64TH AVE,1,2020,20-12020,-122.8150381,49.1186419
Theft from Motor Vehicle,5100 157TH ST,1,2020,20-12106,-122.7872054,49.0953271
Theft from Motor Vehicle,7000 KING GEORGE BLVD,1,2020,20-12373,-122.8450518,49.12987649999999
Theft from Motor Vehicle,14200 71ST AVE,1,2020,20-12770,-122.8286383,49.1316067
Theft from Motor Vehicle,13800 79TH AVE,1,2020,20-12791,-122.8398234,49.146112
Theft from Motor Vehicle,7400 KING GEORGE BLVD,1,2020,20-12829,-122.8455601,49.1372279
Theft from Motor Vehicle,135TH ST / 73A AVE,1,2020,20-12839,-122.848339,49.136562
Theft from Motor Vehicle,7400 KING GEORGE BLVD,1,2020,20-12990,-122.8455601,49.1372279
Theft from Motor Vehicle,7900 123RD ST,1,2020,20-13245,-122.8815395,49.1466073
Theft from Motor Vehicle,72ND AVE / 141A ST,1,2020,20-13436,-122.8302473,49.133639
Theft from Motor Vehicle,121A ST / 80TH AVE,1,2020,20-13699,-122.8866892,49.1484877
Theft from Motor Vehicle,8200 KING GEORGE BLVD,1,2020,20-13726,-122.8457324,49.1521818
Theft from Motor Vehicle,14100 78TH AVE,1,2020,20-13741,-122.8318049,49.144362
Theft from Motor Vehicle,8700 128A ST,1,2020,20-14236,-122.8662438,49.1609179
Theft from Motor Vehicle,8400 128TH ST,1,2020,20-14284,-122.8673349,49.15467
Theft from Motor Vehicle,8700 128A ST,1,2020,20-14289,-122.8662438,49.1609179
Theft from Motor Vehicle,13700 88TH AVE,1,2020,20-14562,-122.8457116,49.162704
Theft from Motor Vehicle,13300 58B AVE,1,2020,20-14961,-122.8549065,49.1091047
Theft from Motor Vehicle,8000 123RD ST,1,2020,20-15096,-122.8815957,49.1481456
Theft from Motor Vehicle,7100 121ST ST,1,2020,20-15464,-122.8871448,49.1321217
Theft from Motor Vehicle,13400 78TH AVE,1,2020,20-15477,-122.8506121,49.1441531
Theft from Motor Vehicle,13600 62ND AVE,1,2020,20-15743,-122.8454798,49.11543589999999
Theft from Motor Vehicle,6300 135A ST,1,2020,20-15858,-122.8474039,49.1172551
Theft from Motor Vehicle,12600 60A AVE,1,2020,20-15939,-122.8757159,49.1126891
Theft from Motor Vehicle,14300 74A AVE,1,2020,20-16175,-122.826617,49.13817400000001
Theft from Motor Vehicle,6800 142A ST,1,2020,20-16236,-122.8271107,49.1272135
Theft from Motor Vehicle,76TH AVE / 130TH ST,1,2020,20-16244,-122.8618301,49.14097899999999
Theft from Motor Vehicle,6800 123A ST,1,2020,20-16665,-122.8805066,49.1283565
Theft from Motor Vehicle,13100 80TH AVE,1,2020,20-17539,-122.8599599,49.1476748
Theft from Motor Vehicle,13700 72A AVE,1,2020,20-800068,-122.8428016,49.1349032
Theft from Motor Vehicle,134A ST / 64TH AVE,1,2020,20-3829,-122.8496266,49.1189739
Theft from Motor Vehicle,12000 NORDEL WAY,1,2020,20-5359,-122.8902894,49.1620162
Theft from Motor Vehicle,6400 130TH ST,1,2020,20-9147,-122.8622628,49.119106
Theft from Motor Vehicle,12000 86TH AVE,1,2020,20-11532,-122.8909645,49.1592902
Theft from Motor Vehicle,5800 ABERDEEN ST,1,2020,20-1268,-122.7510386,49.10777969999999
Theft from Motor Vehicle,6200 167A ST,1,2020,20-1799,-122.7587726,49.1146284
Theft from Motor Vehicle,18700 65TH AVE,1,2020,20-1837,-122.6933297,49.1222039
Theft from Motor Vehicle,18900 71ST AVE,1,2020,20-2248,-122.698505,49.132033
Theft from Motor Vehicle,5400 189A ST,1,2020,20-2336,-122.6969019,49.1009137
Theft from Motor Vehicle,7100 190TH ST,1,2020,20-800010,-122.6959753,49.13210480000001
Theft from Motor Vehicle,7100 190TH ST,1,2020,20-800011,-122.6959753,49.13210480000001
Theft from Motor Vehicle,18800 52ND AVE,1,2020,20-2745,-122.701599,49.0971084
Theft from Motor Vehicle,6400 194TH ST,1,2020,20-2888,-122.6853872,49.119172
Theft from Motor Vehicle,19200 56TH AVE,1,2020,20-2964,-122.6929982,49.10403340000001
Theft from Motor Vehicle,6200 SUNDANCE DR,1,2020,20-800013,-122.7140363,49.1149474
Theft from Motor Vehicle,6100 MORGAN DR,1,2020,20-3577,-122.7159577,49.1131976
Theft from Motor Vehicle,8800 HARVIE RD,1,2020,20-4520,-122.6987171,49.1625971
Theft from Motor Vehicle,18800 71ST AVE,1,2020,20-4870,-122.7014783,49.1319733
Theft from Motor Vehicle,19200 72A AVE,1,2020,20-5116,-122.6952996,49.1344636
Theft from Motor Vehicle,19300 56TH AVE,1,2020,20-5438,-122.6889196,49.1049493
Theft from Motor Vehicle,19200 73RD AVE,1,2020,20-5481,-122.6916167,49.1352319
Theft from Motor Vehicle,6500 195A ST,1,2020,20-5499,-122.6814279,49.11930570000001
Theft from Motor Vehicle,168TH ST / 64TH AVE,1,2020,20-5789,-122.7565033,49.1189367
Theft from Motor Vehicle,17100 62ND AVE,1,2020,20-6152,-122.748613,49.1151731
Theft from Motor Vehicle,18500 64B AVE,1,2020,20-7891,-122.7100715,49.1206383
Theft from Motor Vehicle,6500 194TH ST,1,2020,20-8022,-122.6850122,49.1215163
Theft from Motor Vehicle,16600 60TH AVE,1,2020,20-8525,-122.7625737,49.1115407
Theft from Motor Vehicle,19400 71ST AVE,1,2020,20-8704,-122.6853028,49.1310995
Theft from Motor Vehicle,5800 167A ST,1,2020,20-9099,-122.7576758,49.1081455
Theft from Motor Vehicle,19300 LANGLEY BPS,1,2020,20-9126,-122.6877518,49.1051036
Theft from Motor Vehicle,19000 60TH AVE,1,2020,20-9150,-122.6964792,49.1113195
Theft from Motor Vehicle,18300 66TH AVE,1,2020,20-9350,-122.715783,49.1227829
Theft from Motor Vehicle,17600 66A AVE,1,2020,20-9585,-122.7348954,49.1230266
Theft from Motor Vehicle,16900 FRIESIAN DR,1,2020,20-9941,-122.7552152,49.1069025
Theft from Motor Vehicle,17000 80TH AVE,1,2020,20-10547,-122.7507681,49.148119
Theft from Motor Vehicle,9900 181ST ST,1,2020,20-10926,-122.7209761,49.1824081
Theft from Motor Vehicle,18900 67A AVE,1,2020,20-10986,-122.6985391,49.1252791
Theft from Motor Vehicle,5600 177B ST,1,2020,20-11161,-122.7300085,49.1045848
Theft from Motor Vehicle,16600 57A AVE,1,2020,20-11183,-122.7365163,49.1068861
Theft from Motor Vehicle,18600 FRASER HWY,1,2020,20-11533,-122.7070245,49.1257753
Theft from Motor Vehicle,18700 76TH AVE,1,2020,20-11835,-122.7041257,49.1406992
Theft from Motor Vehicle,17600 66A AVE,1,2020,20-12157,-122.7348954,49.1230266
Theft from Motor Vehicle,7200 190TH ST,1,2020,20-12263,-122.6961771,49.1334643
Theft from Motor Vehicle,17000 JERSEY DR,1,2020,20-12683,-122.7513454,49.1107098
Theft from Motor Vehicle,188TH ST / 55TH AVE,1,2020,20-13302,-122.701721,49.10236339999999
Theft from Motor Vehicle,18500 LAURENSEN PL,1,2020,20-13965,-122.7095067,49.1287308
Theft from Motor Vehicle,6000 172B ST,1,2020,20-14251,-122.7429166,49.1124474
Theft from Motor Vehicle,176TH ST / 58TH AVE,1,2020,20-15028,-122.734958,49.107799
Theft from Motor Vehicle,18900 70TH AVE,1,2020,20-15048,-122.698403,49.129948
Theft from Motor Vehicle,6100 BLOCK 175A ST,1,2020,20-15281,-122.7369385,49.11319470000001
Theft from Motor Vehicle,17400 61A AVE,1,2020,20-15577,-122.7404822,49.11359789999999
Theft from Motor Vehicle,6000 171A ST,1,2020,20-16052,-122.7473184,49.1534553
Theft from Motor Vehicle,6000 186TH ST,1,2020,20-16283,-122.7068233,49.1779758
Theft from Motor Vehicle,65TH AVE / 192ND ST,1,2020,20-17047,-122.6909078,49.1221574
Theft from Motor Vehicle,18300 60TH AVE,1,2020,20-2187,-122.7154516,49.1111398
Theft from Motor Vehicle,17700 57TH AVE,1,2020,20-6047,-122.7319607,49.1057425
Theft from Motor Vehicle,5900 177B ST,1,2020,20-8605,-122.7303116,49.1095958
Theft from Motor Vehicle,18900 70B AVE,1,2020,20-11121,-122.6983792,49.1311548
Theft from Motor Vehicle,5900 176A ST,1,2020,20-16117,-122.7333521,49.1095571
Theft from Motor Vehicle,18800 52ND AVE,1,2020,20-2921,-122.701599,49.0971084
Theft from Motor Vehicle,2700 153A ST,1,2020,20-435,-122.7970467,49.0455486
Theft from Motor Vehicle,150800 20TH AVE,1,2020,20-587,-122.779849,49.03830800000001
Theft from Motor Vehicle,16400 10TH AVE,1,2020,20-608,-122.7681895,49.020195
Theft from Motor Vehicle,2000 140TH ST,1,2020,20-657,-122.8343778,49.0384669
Theft from Motor Vehicle,2100 151A ST,1,2020,20-1318,-122.8012815,49.1959418
Theft from Motor Vehicle,17900 20TH AVE,1,2020,20-1398,-122.7261605,49.0383577
Theft from Motor Vehicle,2100 148TH ST,1,2020,20-1399,-122.8118747,49.0400686
Theft from Motor Vehicle,3000 KING GEORGE BLVD,1,2020,20-1730,-122.805798,49.05574
Theft from Motor Vehicle,14000 23A AVE,1,2020,20-1789,-122.8340249,49.0446874
Theft from Motor Vehicle,16600 25TH AVE,1,2020,20-2712,-122.8390998,49.0474168
Theft from Motor Vehicle,12600 17A AVE,1,2020,20-2716,-122.8729667,49.0340195
Theft from Motor Vehicle,15300 20TH AVE,1,2020,20-2735,-122.7983577,49.03803509999999
Theft from Motor Vehicle,12600 27A AVE,1,2020,20-2819,-122.872519,49.0519458
Theft from Motor Vehicle,1900 LILAC DR,1,2020,20-2849,-122.7840061,49.03702
Theft from Motor Vehicle,15300 19A AVE,1,2020,20-2861,-122.7975153,49.0375017
Theft from Motor Vehicle,17900 20TH AVE,1,2020,20-2940,-122.7261605,49.0383577
Theft from Motor Vehicle,15100 19A AVE,1,2020,20-2971,-122.8040531,49.03735169999999
Theft from Motor Vehicle,2300 CHRISTOPHERSON RD,1,2020,20-3155,-122.8826953,49.0439127
Theft from Motor Vehicle,13500 19TH AVE,1,2020,20-3181,-122.8483124,49.0362053
Theft from Motor Vehicle,14200 29A AVE,1,2020,20-3318,-122.8279223,49.0562177
Theft from Motor Vehicle,2300 CHRISTOPHERSON RD,1,2020,20-3346,-122.8826953,49.0439127
Theft from Motor Vehicle,19100 22ND AVE,1,2020,20-3353,-122.6928973,49.04203099999999
Theft from Motor Vehicle,2200 CHRISTOPHERSON RD,1,2020,20-3387,-122.8824634,49.0436242
Theft from Motor Vehicle,15700 MCBETH RD,1,2020,20-3514,-122.7857422,49.034605
Theft from Motor Vehicle,15700 23B AVE,1,2020,20-3751,-122.7862583,49.044946
Theft from Motor Vehicle,2100 165A ST,1,2020,20-3770,-122.7648141,49.0400619
Theft from Motor Vehicle,13000 15A AVE,1,2020,20-3785,-122.8619007,49.030145
Theft from Motor Vehicle,19400 32ND AVE,1,2020,20-4296,-122.6857628,49.0596744
Theft from Motor Vehicle,13100 MARINE DR,1,2020,20-4321,-122.8592563,49.0267343
Theft from Motor Vehicle,CROYDON DR / 24TH AVE,1,2020,20-4357,-122.7828086,49.0456088
Theft from Motor Vehicle,14300 17B AVE,1,2020,20-4840,-122.8253247,49.0340898
Theft from Motor Vehicle,12600 26A AVE,1,2020,20-5404,-122.873119,49.05078899999999
Theft from Motor Vehicle,13400 20A AVE,1,2020,20-5416,-122.8514452,49.0397668
Theft from Motor Vehicle,2400 128TH ST,1,2020,20-5489,-122.8673777,49.0457724
Theft from Motor Vehicle,14000 18TH AVE,1,2020,20-5595,-122.8343611,49.0348201
Theft from Motor Vehicle,2900 161A ST,1,2020,20-5600,-122.7755728,49.0546304
Theft from Motor Vehicle,2000 KING GEORGE BLVD,1,2020,20-6171,-122.7846174,49.0382982
Theft from Motor Vehicle,2500 148A ST,1,2020,20-6176,-122.8104901,49.0474009
Theft from Motor Vehicle,1900 134TH ST,1,2020,20-6227,-122.8509351,49.03667
Theft from Motor Vehicle,2800 146TH ST,1,2020,20-6475,-122.8163691,49.0531652
Theft from Motor Vehicle,13200 20A AVE,1,2020,20-6516,-122.8570312,49.039649
Theft from Motor Vehicle,2100 OCEAN FOREST DR,1,2020,20-7143,-122.8756332,49.0403244
Theft from Motor Vehicle,13000 20A AVE,1,2020,20-8091,-122.8611054,49.0392756
Theft from Motor Vehicle,12800 19A AVE,1,2020,20-8249,-122.8436433,49.0373542
Theft from Motor Vehicle,12800 19A AVE,1,2020,20-9068,-122.8436433,49.0373542
Theft from Motor Vehicle,1900 LARONDE DR,1,2020,20-9413,-122.8589558,49.0361921
Theft from Motor Vehicle,12100 AGAR ST,1,2020,20-9447,-122.8847067,49.0562536
Theft from Motor Vehicle,15900 26TH AVE,1,2020,20-9527,-122.7821083,49.0484872
Theft from Motor Vehicle,3000 OHARA LANE,1,2020,20-9590,-122.8861622,49.0567176
Theft from Motor Vehicle,3000 168TH ST,1,2020,20-9764,-122.7560829,49.0565127
Theft from Motor Vehicle,12200 AGAR ST,1,2020,20-800040,-122.8840329,49.0559504
Theft from Motor Vehicle,3500 190TH ST,1,2020,20-9897,-122.6969752,49.06584410000001
Theft from Motor Vehicle,3400 148TH ST,1,2020,20-9905,-122.8122361,49.0635108
Theft from Motor Vehicle,1600 144TH ST,1,2020,20-9969,-122.8231716,49.0314471
Theft from Motor Vehicle,2100 150A ST,1,2020,20-10064,-122.8058352,49.03997769999999
Theft from Motor Vehicle,12200 GARDINER ST,1,2020,20-10217,-122.8839582,49.05681120000001
Theft from Motor Vehicle,2800 GORDON AVE,1,2020,20-10425,-122.8812989,49.0533887
Theft from Motor Vehicle,3000 KING GEORGE BLVD,1,2020,20-10497,-122.805798,49.05574
Theft from Motor Vehicle,2400 161A ST,1,2020,20-10614,-122.7752171,49.0463375
Theft from Motor Vehicle,NORTH BLUFF RD / 16TH AVE,1,2020,20-11661,-122.7792406,49.031113
Theft from Motor Vehicle,2300 KING GEORGE BLVD,1,2020,20-11721,-122.7900987,49.0428098
Theft from Motor Vehicle,12100 AGAR ST,1,2020,20-11828,-122.8847067,49.0562536
Theft from Motor Vehicle,15400 18TH AVE,1,2020,20-12053,-122.795688,49.0347409
Theft from Motor Vehicle,2200 152A ST,1,2020,20-12178,-122.799843,49.0419323
Theft from Motor Vehicle,3600 KING GEORGE BLVD,1,2020,20-12348,-122.8203563,49.0678066
Theft from Motor Vehicle,2300 COVE PL,1,2020,20-12629,-122.8806531,49.0442767
Theft from Motor Vehicle,2400 124TH ST,1,2020,20-12679,-122.8783996,49.0457882
Theft from Motor Vehicle,2400 123A ST,1,2020,20-12712,-122.8793865,49.0462741
Theft from Motor Vehicle,12600 24A AVE,1,2020,20-12750,-122.8731797,49.0468783
Theft from Motor Vehicle,1600 136TH ST,1,2020,20-12753,-122.845414,49.031232
Theft from Motor Vehicle,12700 24TH AVE,1,2020,20-12760,-122.8701764,49.0454657
Theft from Motor Vehicle,2800 MCBRIDE AVE,1,2020,20-12812,-122.8841896,49.0534392
Theft from Motor Vehicle,LILAC DR / MCBETH RD,1,2020,20-13055,-122.783388,49.0361509
Theft from Motor Vehicle,1700 156A ST,1,2020,20-13419,-122.7882837,49.0328494
Theft from Motor Vehicle,2200 HARBOURGREENE DR,1,2020,20-13570,-122.8795796,49.04285489999999
Theft from Motor Vehicle,1700 157TH ST,1,2020,20-13610,-122.7869725,49.032848
